alcohol_id,alcohol_type,origin,alcohol_age,alcohol_cost,ABV,tasting_note,tasting_score,flavor_profile,flavor_type_rating
4533,whiskey,"The Glenrothes // Speyside, Scotland",NAS,3,48.8,"""The Glenrothes Whisky Maker’s Cut is a Jekyll and Hyde whisky on the nose and mouth. To sniff, a tannic and woody base serves up cooked mushrooms, vanilla, and strawberries. On the palate it descends into a playground of rich sweetness. Buttery croissants, toffee, and goopy dulce de leche. A really fun contrast. """,90,"{""smoky"":30,""peaty"":0,""spicy"":80,""herbal"":45,""oily"":45,""full_bodied"":80,""rich"":90,""sweet"":70,""briny"":20,""salty"":20,""vanilla"":50,""tart"":30,""fruity"":70,""floral"":30}",3.77
4534,whiskey,"The Ileach // Islay, Scotland",NAS,2,58.0,,,,3.86
4535,whiskey,"The Ileach // Islay, Scotland",NAS,2,40.0,"""Sweet bourbon aromas are found on the nose mixed with wood and smoke. Though initially sweet on the tongue, the taste quickly moves to a spicy, peppery finish. There is no soft, sweet cushion in the middle. The finish is bitter and peat-filled.""",77,"{""smoky"":30,""peaty"":40,""spicy"":70,""herbal"":25,""oily"":10,""full_bodied"":39,""rich"":39,""sweet"":40,""briny"":5,""salty"":5,""vanilla"":35,""tart"":20,""fruity"":20,""floral"":20}",3.52
4536,whiskey,Walsh Whiskey Distillery Co. // Ireland,12,3,43.0,"""The aroma of the whiskey is on the richer side with dark honeycomb, black pepper, cedar and other wood aromas.  The palate continues on the dark side with dark chocolate, dark honey, black tea and a small dose of char smoke.  It finishes with a long lasting, warming aftertaste to the dram.""",91,"{""smoky"":20,""peaty"":0,""spicy"":50,""herbal"":40,""oily"":20,""full_bodied"":50,""rich"":60,""sweet"":60,""briny"":0,""salty"":0,""vanilla"":40,""tart"":40,""fruity"":40,""floral"":10}",3.73
4537,whiskey,The Irishman // Ireland,NAS,2,40.0,"""While not intensely aromatic, you will find grain, honey, and a small dose of vanilla to the whiskey.  Apples and citrus help to provide a tangy quality, and while the dram isn't lush and full, the whiskey is smooth.  Your finish is slightly bitter and filled with more grain and apple and just a touch of almonds.""",85,"{""smoky"":20,""peaty"":0,""spicy"":40,""herbal"":30,""oily"":20,""full_bodied"":40,""rich"":40,""sweet"":50,""briny"":0,""salty"":0,""vanilla"":30,""tart"":50,""fruity"":70,""floral"":30}",3.39
4538,whiskey,The Irishman // Ireland,NAS,2,40.0,"""Pear and apple fruits attack your senses both on your nose and palate.  Wood spices seem to drive this whiskey home and carry you to the finish line.  Though not exceedingly complex, the whiskey is pleasing and easy like Sunday morning.   
""",86,"{""smoky"":20,""peaty"":0,""spicy"":60,""herbal"":30,""oily"":20,""full_bodied"":50,""rich"":50,""sweet"":60,""briny"":0,""salty"":0,""vanilla"":40,""tart"":50,""fruity"":80,""floral"":30}",3.59
4539,whiskey,Fusion Whisky Limited // Multiple Countries,7 Year,5,52.9,,,,4.5
4540,liqueur,Berry Bros. & Rudd // Netherlands,,2,,,,,
4541,whiskey,The Knot // Ireland,NAS,1,50.0,,,,2.69
4542,sugarcane,USA,,1,,,,,
4543,whiskey,"Japan, Japan",,3,,,,,3.19
4544,whiskey,"Lake District, England",,3,60.9,,,,4.39
4545,gin,The London No. 1 // England,,2,,,,"{""juniper"":45,""earthy"":25,""spicy"":60,""herbal"":40,""oily"":15,""chemical"":0,""rich"":35,""sweet"":30,""mineral"":10,""woody"":0,""harsh"":10,""bitter"":20,""fruity"":45,""floral"":30}",
4546,whiskey,"The Macallan // Highlands, Scotland",NAS,4,48.0,"""Twirling notes of sherry, nuts, marzipan, red fruits, citrus and vanilla custard get things started on a complex nose. A velvety mouthfeel awaits, with a rich, sherried side upfront leading to a drier, spicier profile, with cloves, nutmeg, pepper, oak, and orange peel. A long, hot finish offers more oak and marzipan in its wake, along with a distinctly bitter touch and an astringent effect in the cheeks.""",86,"{""smoky"":10,""peaty"":0,""spicy"":60,""herbal"":30,""oily"":30,""full_bodied"":50,""rich"":60,""sweet"":50,""briny"":0,""salty"":0,""vanilla"":40,""tart"":30,""fruity"":30,""floral"":0}",3.89
4547,whiskey,"Mull Island , Scotland",12,4,52.7,,,,4.0
4548,whiskey,"West Baden Springs, Indians, USA",4,2,50.0,,,,3.09
4549,whiskey,"Indiana , USA",4,3,50.0,,,,3.5
4550,gin,"Gippsland, Australia",,2,,,,,
4551,whiskey,Nikka // Japan,12 Year,3,43.0,"""A hit of rich butterscotch is followed by pepper, cinnamon and fruit--first red berries and then citrus as the nose opens up. The palate turns the spice sweet, joined by vanilla and caramel. A new serving of fruit brings green apples, plums, a hint of orange. The finish is long and satisfying, with the freshness cutting through the sweetness at the very end. """,90,"{""smoky"":10,""peaty"":10,""spicy"":60,""herbal"":35,""oily"":45,""full_bodied"":55,""rich"":55,""sweet"":80,""briny"":15,""salty"":10,""vanilla"":40,""tart"":30,""fruity"":85,""floral"":20}",4.05
4552,whiskey,"The Notch // Massachusetts, USA",12 Year,5,46.0,,,,5.0
4553,whiskey,West Cork Distillers // Ireland,NAS,2,40.0,"""The aroma is filled with dark tones of leather, tar, and a touch of smoke with sweet honey notes hiding in the background. As you taste, the whiskey shows more of the grain flavors along with some cooked pears. There's a nice bite to the finish with more of the char smoke to end with. These characteristics don't stay with you for long but this whiskey seems to be built for those of us going where streams of whiskey are flowing. """,82,"{""smoky"":30,""peaty"":0,""spicy"":35,""herbal"":40,""oily"":15,""full_bodied"":35,""rich"":35,""sweet"":25,""briny"":0,""salty"":0,""vanilla"":15,""tart"":25,""fruity"":35,""floral"":10}",3.29
4554,whiskey,"West Cork Distillers, Ireland",,1,40.0,,,,3.43
4555,whiskey,USA,4,3,57.1,,,,3.74
4556,whiskey,Ireland,8 Year,2,40.0,"""It has a distinctively tropical nose, full of flowers, fruit, toasted coconut, and oak. In the mouth, there's a lot of cereal grain and malt, along with oak spice, vanilla, papaya, banana, and a bit of sawdust. Orange bitters join in during a medium finish. Overall, a light and pleasant whiskey.""",86,"{""smoky"":0,""peaty"":0,""spicy"":50,""herbal"":20,""oily"":20,""full_bodied"":60,""rich"":60,""sweet"":70,""briny"":0,""salty"":10,""vanilla"":70,""tart"":50,""fruity"":70,""floral"":70}",3.66
4557,whiskey,Quiet Man // Ireland,NAS,2,40.0,"""Floral on the nose, accompanied by strawberry, honey, and cereal grain. Light but pleasant. The palate is very light, hinting at brown sugar, apple, and vanilla cream. Could use a bit more punch. A drop of water opens up the fruit notes and adds a layer of allspice.""",83,"{""smoky"":0,""peaty"":0,""spicy"":40,""herbal"":10,""oily"":0,""full_bodied"":30,""rich"":40,""sweet"":60,""briny"":0,""salty"":10,""vanilla"":60,""tart"":40,""fruity"":60,""floral"":70}",3.35
4558,sugarcane,The Real McCoy // Barbados,,2,,,,"{""smoky"":15,""earthy"":0,""spicy"":25,""herbal"":0,""oily"":0,""roast"":30,""rich"":20,""sweet"":0,""mineral"":0,""woody"":50,""hogo"":40,""tart"":20,""fruity"":50,""floral"":30}",
4559,sugarcane,The Real McCoy // Barbados,,1,,,,"{""smoky"":0,""earthy"":0,""spicy"":60,""herbal"":0,""oily"":10,""roast"":0,""rich"":20,""sweet"":30,""mineral"":10,""woody"":0,""hogo"":10,""tart"":20,""fruity"":60,""floral"":40}",
4560,sugarcane,The Real McCoy // Barbados,,1,,,,"{""smoky"":20,""earthy"":10,""spicy"":50,""herbal"":0,""oily"":5,""roast"":10,""rich"":40,""sweet"":30,""mineral"":10,""woody"":30,""hogo"":20,""tart"":20,""fruity"":60,""floral"":10}",
4561,whiskey,"Indiana , USA",4,3,57.4,,,,3.93
4562,whiskey,The Sassenach // Scotland,NAS,2,46.0,,,,4.16
4563,whiskey,"Highland, Scotland",10,5,55.2,,,,3.25
4564,whiskey,"The Senator // Indiana, USA",6 Year,3,60.7,,,,3.9
4565,whiskey,The Sexton // Ireland,NAS,2,40.0,"""Toasted grain and tons of dried fruits (oranges, berries) on the aroma. A touch of smoke and gentle spice there too. Sweet and fruity as you taste, the whiskey flavors comes in on the mid-palate taking it out of brandy territory. More dried fruits come in on the bittersweet finish.  Pleasant, but not super complex. Good value on a sherried whiskey.""",85,"{""smoky"":20,""peaty"":0,""spicy"":25,""herbal"":15,""oily"":20,""full_bodied"":45,""rich"":45,""sweet"":75,""briny"":0,""salty"":0,""vanilla"":20,""tart"":25,""fruity"":90,""floral"":0}",3.5
4566,whiskey,Japan,15,4,,,,,3.96
4567,whiskey,Japan,10,4,43.0,,,,3.57
4568,whiskey,"The Singleton // Speyside, Scotland",12 Year,2,40.0,"""The aroma brings a bounty of malt and fruit such as oranges and dates. The palate is of average body and is almost nutty. The oak flavors are soft, but present bringing the whisky together. Good value and nice dram to close out an evening. 
""",84,"{""smoky"":10,""peaty"":10,""spicy"":45,""herbal"":20,""oily"":35,""full_bodied"":45,""rich"":45,""sweet"":60,""briny"":0,""salty"":10,""vanilla"":10,""tart"":30,""fruity"":75,""floral"":0}",3.34
4569,whiskey,"The Singleton // Speyside, Scotland",15 Year,3,40.0,"""The nose consists of shy notes of toffee, apples and oranges. Somewhat dusty, a hint of chalk even. On the palate meanwhile, there's more notes of toffee, but also burnt caramel and apples, with a slight oaky dryness. Not an exciting, yet decent single malt.""",83,"{""smoky"":5,""peaty"":0,""spicy"":25,""herbal"":15,""oily"":20,""full_bodied"":20,""rich"":25,""sweet"":35,""briny"":0,""salty"":0,""vanilla"":25,""tart"":10,""fruity"":15,""floral"":5}",3.66
4570,whiskey,"The Singleton // Speyside, Scotland",NAS,2,40.0,,,,3.4
4571,whiskey,"The Singleton // Speyside, Scotland",NAS,1,40.0,,,,3.09
4572,whiskey,"The Singleton // Speyside, Scotland",NAS,2,40.0,,,,3.39
4573,whiskey,"The Singleton // Highlands, Scotland",12 Year,3,40.0,,,,3.32
4574,whiskey,"The Singleton // Highlands, Scotland",18 Year,4,40.0,,,,3.92
4575,whiskey,"The Singleton // Speyside, Scotland",12,2,40.0,"""The aroma is low in intensity, but you will find breakfast cereal and lemon zest.  As you taste, the whisky is a touch on the sweet side with pears and cinnamon.  The whisky is slick on your palate and the finish has a tiny touch of bitter char smoke and vanilla.  The whisky is on the tart side, leaving you salivate for the next sip.
""",84,"{""smoky"":20,""peaty"":0,""spicy"":40,""herbal"":30,""oily"":40,""full_bodied"":50,""rich"":50,""sweet"":50,""briny"":0,""salty"":0,""vanilla"":50,""tart"":70,""fruity"":60,""floral"":20}",3.43
4576,whiskey,"The Singleton // Speyside, Scotland",NAS,2,40.0,,,,3.87
4577,whiskey,"The Singleton // Speyside, Scotland",NAS,2,40.0,"""The nose is highlighted by aromas of overripe red apple parts, with hints of fudge, and a touch of heather and straw. It is slightly flat, with a dirty edge. There's plenty of caramel on the palate, as well as vanilla and a whiff of brown sugar, with a hint of char, bitter oak, and cloves. A tad watery though.""",78,"{""smoky"":0,""peaty"":0,""spicy"":15,""herbal"":5,""oily"":5,""full_bodied"":25,""rich"":25,""sweet"":20,""briny"":0,""salty"":0,""vanilla"":20,""tart"":5,""fruity"":10,""floral"":5}",3.34
4578,whiskey,"Japan, USA",,2,43.0,,,,3.43
4579,whiskey,Japan,,2,43.0,,,,3.71
4580,whiskey,"The Walking Dead // Kentucky, USA",NAS,2,47.0,"""Bright, sweet, and a little bit funky.  The nose is all about candy aromas with banana as the main player.  Chili flake and a distant note of rose add some layers here.  On the palate, this whiskey has good oiliness up front with notes of pepper and caramel, but does drop out a bit in the finish.""",83,"{""smoky"":0,""peaty"":0,""spicy"":80,""herbal"":20,""oily"":70,""full_bodied"":60,""rich"":65,""sweet"":80,""briny"":0,""salty"":0,""vanilla"":75,""tart"":65,""fruity"":70,""floral"":40}",3.05
4581,whiskey,"Speyside, Scotland",30,5,53.2,,,,4.5
4582,whiskey,The Whistler // Ireland,NAS,2,43.0,"""The Whistler Calvados Cask Finish is proof that an apple brandy barrel can do wonderful things to whiskey. It's deliciously fruit-forward, delivering notes of juicy apple, subtle honey and vanilla, and hints of thyme and flowers on the finish. It's a very pleasant whiskey, one that calls out for enjoyment with a cheese board or a crisp fall day.""",90,"{""smoky"":5,""peaty"":0,""spicy"":50,""herbal"":35,""oily"":55,""full_bodied"":60,""rich"":65,""sweet"":70,""briny"":5,""salty"":5,""vanilla"":50,""tart"":25,""fruity"":65,""floral"":35}",3.93
4583,whiskey,The Whistler // Ireland,NAS,2,40.0,"""The Whistler Double Oaked is a straightforward blend of Irish grain and malt whiskey, given a little extra depth thanks to its marriage in oloroso sherry casks. It's light and approachable with initial notes of honey, vanilla, and heather that lead into a warming finish with candied orange and almond. It's an all-around solid, pleasantly balanced dram.""",86,"{""smoky"":5,""peaty"":0,""spicy"":40,""herbal"":30,""oily"":50,""full_bodied"":55,""rich"":60,""sweet"":60,""briny"":10,""salty"":5,""vanilla"":60,""tart"":15,""fruity"":35,""floral"":30}",3.5
4584,whiskey,The Whistler // Ireland,NAS,2,43.0,"""From its wheat-forward blend to its ageing in a former stout cask, this is an unusual whiskey. There's a strong cereal note on the both the nose and the initial palate, which opens up to roasted malt and cacao. Hints of brown bread linger on the finish. It's an intriguing departure from the typical Irish whiskey profile, pleasantly reminiscent of the country's famous dry stouts. """,86,"{""smoky"":10,""peaty"":0,""spicy"":55,""herbal"":20,""oily"":60,""full_bodied"":60,""rich"":65,""sweet"":55,""briny"":10,""salty"":5,""vanilla"":55,""tart"":25,""fruity"":15,""floral"":25}",3.58
4585,whiskey,"Texas, USA",15,4,57.5,,,,4.13
4586,whiskey,"Lancaster, Pennsylvania, USA",,2,45.0,,,,3.51
4587,whiskey,"Thistle Finch Distillery // Pennsylvania, USA",NAS,2,40.0,,,,2.89
4588,whiskey,"Buffalo Trace // Kentucky, USA",NAS,3,64.6,"""This is pure rye poetry in a glass - nutmeg, allspice and clove with apricot, malted milk chocolate and a touch of black tea. Finish is long and lingering, which is fine, because who really wants to say goodbye to such a pretty whiskey?""",98,"{""smoky"":0,""peaty"":0,""spicy"":30,""herbal"":5,""oily"":0,""full_bodied"":75,""rich"":70,""sweet"":75,""briny"":0,""salty"":0,""vanilla"":20,""tart"":15,""fruity"":30,""floral"":10}",4.58
4589,whiskey,"Thomas H. Handy // Kentucky, USA",6 Year,3,63.45,"""This whiskey is like a favorite sweater, something with which to look forward to reaching for each autumn. This year's release was a particular delight, with malted chocolate, sweet and peppery spices, basically tasting like the whiskey equivalent of a comforting spiced cocoa. A measure of acidity balances it out beautifully. This very special whiskey begs to be poured and savored slowly, making the best of each precious drop.""",98,"{""smoky"":10,""peaty"":0,""spicy"":60,""herbal"":0,""oily"":10,""full_bodied"":80,""rich"":80,""sweet"":80,""briny"":0,""salty"":0,""vanilla"":50,""tart"":10,""fruity"":30,""floral"":20}",4.66
4590,whiskey,"Buffalo Trace Antique Collection // Kentucky, USA",6 Year,4,63.1,"""Sharp nose reveals the heft of its proof, with white pepper, oak, rye, burnt toast, and all spice, as well as a vanillin sweetness lurking in the background. Alcohol heat can blow out the palate here so tread lightly. Behind that, find spearmint, cedar, and a rich sweetness of brown sugar and molasses. A hot finish, leaving the lips tingly, offers more minty-medicinal notes and white pepper, with all spice and jerk seasoning. You'll want to open this up with water, revealing more sweetness: pumpkin bread filled with baking spices, along with maple syrup, and vanilla.""",91,"{""smoky"":20,""peaty"":0,""spicy"":80,""herbal"":60,""oily"":0,""full_bodied"":60,""rich"":40,""sweet"":40,""briny"":0,""salty"":0,""vanilla"":40,""tart"":20,""fruity"":0,""floral"":0}",4.68
4591,whiskey,"Thomas H. Handy // Kentucky, USA",,4,63.6,"""Bright cherries, toffee, and toasted rye on the nose. Moderate sweetness on the tongue, but finishes dry--but not too dry. Nice spiced finish, hint of barrel char. A pleasure to drink.""",93,"{""smoky"":30,""peaty"":0,""spicy"":70,""herbal"":30,""oily"":10,""full_bodied"":45,""rich"":45,""sweet"":45,""briny"":0,""salty"":0,""vanilla"":30,""tart"":30,""fruity"":70,""floral"":0}",4.48
4592,whiskey,"Thomas H. Handy // Kentucky, USA",NAS,4,64.4,"""If not adding water, let the whiskey sit for awhile after opening so you can make out more aromas on the nose. Cedar comes through initially along with dark spices and tea leaves. Upon further tastes, sweet corn and vanilla peak in from time to time. On the palate, the dark flavors of rye spice take over with some cigar smoke and rope. It's a bit hot without water, but smooth. Adding a few drops of water, of course, opens up the whiskey and provides more sweetness both on the nose and taste. The finish is filled with baking spices--particularly cardamom and star anise--and a more savory than sweet profile. Although it lacks the depth of the older bottles in the BTAC, it is thoroughly enjoyable. 
""",91,"{""smoky"":30,""peaty"":0,""spicy"":80,""herbal"":40,""oily"":10,""full_bodied"":45,""rich"":45,""sweet"":30,""briny"":0,""salty"":0,""vanilla"":25,""tart"":25,""fruity"":20,""floral"":0}",4.45
4593,whiskey,"Thomas H. Handy // Kentucky, USA",NAS,4,62.85,"""Nose shows an herbal, earthy profile along with tangy cherry notes. Toasted oak and maple also appear. As you taste, the flavors move on to cereal grains, crushed fall leaves, and vanilla. All of which intensify with added water. The flavor mimics these notes, with the finish focusing on those herbal, earthy and bittersweet flavors.  Cherry is just a hint here.""",90,"{""smoky"":30,""peaty"":0,""spicy"":45,""herbal"":75,""oily"":30,""full_bodied"":40,""rich"":40,""sweet"":40,""briny"":0,""salty"":0,""vanilla"":25,""tart"":50,""fruity"":30,""floral"":0}",4.19
4594,whiskey,"Thomas H. Handy // Kentucky, USA",6 Year,4,64.5,"""Brown sugar and baking spices lead on the nose, with vanilla and mint. The palate starts hot and bold, with cinnamon and licorice, along with candied orange peels, sour cherries, cola, and gingersnaps. A powerful, lengthy finish shows rye spice, tannic oak and leather, along with sugar-dusted fresh mint as if you're leaning into a Mint Julep.""",93,"{""smoky"":10,""peaty"":0,""spicy"":90,""herbal"":50,""oily"":0,""full_bodied"":90,""rich"":40,""sweet"":30,""briny"":0,""salty"":0,""vanilla"":60,""tart"":40,""fruity"":30,""floral"":0}",4.54
4595,whiskey,"Thomas H. Handy // Kentucky, USA",,4,64.75,"""Cocoa, cinnamon and orange zest fill the nose, preparing for a rich palate of similar flavors. Tart tamarind and lemon curd cut through milk chocolate, cashews and warm spices. The texture is rather viscous, almost creamy, leading to an easy-going, sweet-tart finish. """,92,"{""smoky"":5,""peaty"":0,""spicy"":30,""herbal"":20,""oily"":10,""full_bodied"":85,""rich"":90,""sweet"":70,""briny"":0,""salty"":5,""vanilla"":30,""tart"":40,""fruity"":25,""floral"":10}",4.52
4596,whiskey,"Thomas S. Moore // Kentucky, USA",NAS,3,48.95,"""There's no question this is still bourbon, but the Cabernet does have quite the influence on the whiskey. There is a distinct grapey-ness that mixes in with the roasted cereal components, imparting a flavor reminiscent of a PB & J-filled cookie with vanilla frosting and spices. The jammy sweetness is set off with more of the Cabernet influence that includes some herbal wintergreen and sage notes, but also a good deal of tartness (tannic acid) that keeps the finished bourbon from tasting too terribly sweet. It's a dessert bourbon for sure, but it would also make a seriously decadent base for a Manhattan. """,87,"{""smoky"":0,""peaty"":0,""spicy"":20,""herbal"":30,""oily"":5,""full_bodied"":85,""rich"":80,""sweet"":65,""briny"":0,""salty"":0,""vanilla"":20,""tart"":20,""fruity"":70,""floral"":0}",3.7
4597,whiskey,"Thomas S. Moore // Kentucky, USA",NAS,3,48.95,"""The aromas and flavor of this whiskey is what you get if you eat a fresh pineapple in an evergreen forest (with a side of bourbon). Fresh tropical fruit and green apple butter notes add richness, sweetness and acidity, with dried fruits like figs and dates showing up in the mid palate. A bit of pinecone and oak follow through in the finish with a slight bitterness. """,84,"{""smoky"":0,""peaty"":0,""spicy"":20,""herbal"":15,""oily"":5,""full_bodied"":70,""rich"":70,""sweet"":60,""briny"":0,""salty"":0,""vanilla"":30,""tart"":25,""fruity"":70,""floral"":3}",3.26
4598,whiskey,"Thomas S. Moore // Kentucky, USA",NAS,3,49.45,"""Dried bing cherries, raisins and dates are on the main stage of flavors, while rich, nutty flavors of cashews and walnuts enter from the wings. A good bit of heat and herbaceousness add a pleasant medicinal quality to the finish, as well as a hint of smoked ham. The overall effect is full-bodied, but somewhat refreshing from the tart and herbal notes, making this bourbon a nice option for an elegant aperitif. """,90,"{""smoky"":0,""peaty"":0,""spicy"":25,""herbal"":25,""oily"":0,""full_bodied"":85,""rich"":80,""sweet"":65,""briny"":0,""salty"":5,""vanilla"":30,""tart"":25,""fruity"":70,""floral"":5}",3.93
4599,whiskey,Thomson Whisky // New Zealand,NAS,3,46.0,,,,3.81
4600,brandy,France,,5,,,,,
4601,whiskey,"Three Bines // Ohio, USA",NAS,2,45.0,,,,3.52
4602,whiskey,Canada,,3,,,,,2.94
4603,whiskey,"Indiana, USA",1,2,45.0,,,,3.67
4604,whiskey,"Arizona, USA",,2,,,,,3.39
4605,liqueur,Italy,,2,,,,,
4606,agave,"Jalisco, Mexico",,2,,,,,
4607,whiskey,"Tiger Snake // Western Australia, Australia",nas,4,43.0,"""The sour mash opens early with a bouquet of flowers laced with vanilla-soaked hazelnut, fragrant grass tones and smoky sweetness. That flowery vanilla almost all but dominates, but malts come through to break the mold. The same hazelnut and vanilla on the nose makes another appearance on the tongue, this time accompanied by zesty citrus rinds and a mint twist. The grass has turned to hay, with fruity malts joining the flowers. The finish is sweet with a medium and creamy body; a satisfying ending that builds in intensity to a cliffhanger that begs another taste.
""",92,"{""smoky"":10,""peaty"":0,""spicy"":30,""herbal"":30,""oily"":30,""full_bodied"":50,""rich"":30,""sweet"":50,""briny"":20,""salty"":30,""vanilla"":70,""tart"":30,""fruity"":50,""floral"":60}",3.68
4608,whiskey,"Timboon // Victoria, Australia",NAS,4,41.5,"""Hints of fruits cakes and vanilla quickly break their hiding and rush to the surface, bringing with them sweet honey, citrus-laced marzipan and some eucalyptus on the end. On the palate the honey calms and leads in tart, peppered fruits, bananas, nectarines, peaches, with a sudden rush of berries making their well-received appearance, with a sprinkling of mint. The longer the glass is left untouched, the greater the flavors leap out. The finish is medium, yet intensifies to a satisfying juicy berries with souring plums on the end. 
""",90,"{""smoky"":30,""peaty"":0,""spicy"":40,""herbal"":40,""oily"":40,""full_bodied"":50,""rich"":60,""sweet"":50,""briny"":20,""salty"":30,""vanilla"":50,""tart"":60,""fruity"":70,""floral"":50}",3.92
4609,whiskey,"Wausau, Wisconsin, USA",3,2,90.0,,,,3.72
4610,whiskey,"Timorous Beastie // Highlands, Scotland",18 Year,4,46.8,"""The nose is mellow and inviting, with a light minerality, but also sweet banana, white grapes and soft honey notes. The palate continues down the same path, but there's also sweet cotton candy and vanilla. Gentle spices liven the palate a bit. Those spices also linger on the finish before ending on sweeter notes.""",86,"{""smoky"":0,""peaty"":0,""spicy"":35,""herbal"":10,""oily"":35,""full_bodied"":50,""rich"":55,""sweet"":55,""briny"":0,""salty"":0,""vanilla"":35,""tart"":10,""fruity"":60,""floral"":20}",4.04
4611,whiskey,"Timorous Beastie // Highland, Scotland",NAS,4,46.8,"""The nose doesn’t open so much as kicks down the door.  Rich and smooth with a heavy heather-honey influence riding on a wave of dried apricots, and house made sweets, made with real brown sugar. The palate prickles with apples along with more heather-honey and vanilla before settling down over the tongue.  Spices seem to dance over the top. Trail mix and dried fruits make a long finish, with an oaky influence before fluffed sugar enters the fray to calm down the Beastie. """,81,"{""smoky"":15,""peaty"":0,""spicy"":45,""herbal"":20,""oily"":35,""full_bodied"":50,""rich"":60,""sweet"":65,""briny"":5,""salty"":0,""vanilla"":70,""tart"":60,""fruity"":65,""floral"":60}",3.34
4612,whiskey,"Welland, South Australia , Australia",,4,46.0,,,,3.13
4613,gin,USA,,2,,,,,
4614,whiskey,USA,,1,42.0,,,,3.38
4615,vodka,"Tito's // Texas, USA",,1,,,,"{""grain"":30,""earthy"":15,""spicy"":35,""herbal"":10,""oily"":15,""chemical"":0,""rich"":35,""sweet"":35,""mineral"":0,""neutral"":70,""harsh"":25,""bitter"":35,""fruity"":15,""floral"":0}",
4616,whiskey,"Tobermory // Islands, Scotland",10 year,2,46.3,"""There are bright aromas of breakfast cereal topped with fresh berries, lemon curd, and a small amount of salt.  The whisky tingles the gums and has a bit of dry wood tannins to chew on.  The finish continues with lemon peel, cinnamon, wood spices and a touch of anise.  
""",90,"{""smoky"":0,""peaty"":0,""spicy"":50,""herbal"":30,""oily"":30,""full_bodied"":60,""rich"":60,""sweet"":60,""briny"":30,""salty"":40,""vanilla"":50,""tart"":50,""fruity"":70,""floral"":30}",3.53
4617,whiskey,"Tobermory // Islands, Scotland",12 Year,3,46.3,"""The nose is quite earthy with a hint of sweet malt and vanilla custard, but also some orange zest. Just a tinge of copper coins and plenty of minerality. The prominent barley notes on the palate are accompanied by vibrant citrus flavors, quickly followed by a hit of oak shavings and spices—this is were the virgin oak makes its presence known. Rather rich and pretty well put together, this Tobermory is a wonderful introduction to the distillery.""",88,"{""smoky"":15,""peaty"":10,""spicy"":25,""herbal"":35,""oily"":25,""full_bodied"":35,""rich"":45,""sweet"":15,""briny"":15,""salty"":10,""vanilla"":25,""tart"":35,""fruity"":30,""floral"":15}",3.58
4618,whiskey,"Tobermory // Islands, Scotland",15 Year,4,46.3,"""This whisky has a soothing, mellow aroma and exhibits soft spices with a touch of cocoa and light smoke. The mouth-feel is light-bodied and drying, with just a little bit of toffee and walnut before finishing with the flavor of Raisinettes, the classic movie theater chocolate-covered raisins. Over all it is well balanced and smooth drinking, a solid choice for those cold winter nights and pot roast dinners. I found that a couple drops of water soothed the drying property of the sherry-finishing and transitioned to soft floral notes akin to violets.
""",86,"{""smoky"":40,""peaty"":50,""spicy"":30,""herbal"":20,""oily"":30,""full_bodied"":70,""rich"":60,""sweet"":50,""briny"":30,""salty"":40,""vanilla"":60,""tart"":20,""fruity"":60,""floral"":70}",4.1
4619,whiskey,"Tobermory // Islands, Scotland",12 Year,4,55.1,"""All of Tobermory's best qualities shine through here. Aromas of rich melon and papaya as well as roasted almonds descend into a more salty and leathery taste that still retains these fruity flavors.""",90,"{""smoky"":30,""peaty"":0,""spicy"":50,""herbal"":0,""oily"":40,""full_bodied"":90,""rich"":80,""sweet"":60,""briny"":30,""salty"":50,""vanilla"":20,""tart"":20,""fruity"":50,""floral"":20}",3.86
4620,whiskey,"Islands, Scotland",21 Year,5,53.8,,,,4.36
4621,whiskey,"Islands, Scotland",21,4,48.6,,,,4.0
4622,whiskey,Chugoku Jozo // Japan,12 Year,4,43.0,,,,3.39
4623,whiskey,Japan,15,5,,,,,3.84
4624,whiskey,Chugoku Jozo // Japan,NAS,2,40.0,,,,3.25
4625,whiskey,"Tom's Foolery // Ohio, USA",NAS,3,50.0,,,,3.2
4626,whiskey,"Tomatin // Highlands, Scotland",12,2,43.0,"""The aroma of the dram is full of heather and forest moss.  You will also discover stone fruits like apricots along with an assortment of hard candies.  The palate is not as exciting as the nose with the whisky feeling a bit hollow and lackluster in comparison.  The finish is full of wood spices more heather, but leaves you with a bitter taste in your mouth.
""",83,"{""smoky"":30,""peaty"":10,""spicy"":60,""herbal"":50,""oily"":40,""full_bodied"":40,""rich"":40,""sweet"":50,""briny"":0,""salty"":20,""vanilla"":30,""tart"":50,""fruity"":40,""floral"":50}",3.29
4627,whiskey,"Highland, Scotland",12,3,46.0,,,,3.79
4628,whiskey,"Tomatin // Highlands, Scotland",14 Year,3,46.0,"""Bumbleberry crumble in a glass! So much summer fruits on the nose, the mouth waters. With some patience, the pastry shows up. The palate is a balance of sweet, tart and silky and a surprise of dark espresso chocolate makes its way just as the oaky and dry tannin appear on the finish. Great value for the money! """,89,"{""smoky"":0,""peaty"":0,""spicy"":5,""herbal"":0,""oily"":0,""full_bodied"":15,""rich"":15,""sweet"":25,""briny"":0,""salty"":0,""vanilla"":0,""tart"":10,""fruity"":30,""floral"":0}",3.72
